"배터리 용량(mAh, Typical)",통화 시간 (3G),인터넷 사용 시간(3G),인터넷 사용 시간(Wi-Fi),인터넷 사용 시간(LTE),교체 가능,동영상 재생 시간,오디오 재생 시간,크기(세로x가로x두께),무게,종류(Main),크기(Main),해상도(Main),색상 (Main),S펜 지원,SIM 사이즈,인프라,2G GSM,3G UMTS,4G LTE,외장 메모리 지원,RAM Size (GB),ROM Size (GB),사용할 수 있는 메모리*,메인 카메라 - 화소,메인 카메라 - 오토 포커스,메인 카메라 - 플래시,동영상 녹화 해상도,전면 카메라 - 화소,모바일 TV,Gear 매니저,S보이스,위치 기술,PC 싱크,블루투스 버전,MHL,ANT+,NFC,USB 버전,Wi-Fi,Wi-Fi Direct,블루투스 프로파일,이어잭,동영상 지원 포맷,동영상 지원 해상도,오디오 지원 포맷,색상,CPU 속도,통화 시간 (W-CDMA),웨어러블 디바이스 지원,크기 (Main),해상도 (Main),종류 (Main),색심도 (Main),CPU 종류,후면 카메라 - 오토 포커스,후면 카메라 - 플래쉬,스토리지(저장 용량) (GB),사용 가능한 스토리지(저장 용량) (GB),4G FDD LTE,4G TDD LTE,형태,"크기(세로x가로x두께, mm)",무게(g),인터넷 사용 시간(3G) (Hours),인터넷 사용 시간(LTE) (Hours),인터넷 사용 시간(Wi-Fi) (Hours),비디오 재생 시간 (Hours),표준 배터리 용량(mAh),오디오 재생 시간 (Hours),연속 통화시간(2G GSM) (Hours),연속 통화시간(3G WCDMA) (Hours),연속 통화시간(2G CDMA) (Hours),연속 통화시간(3G TD-SCDMA) (Hours),연속 통화시간(4G LTE) (Hours),웨어러블 디바이스,전면 카메라 - 조리개 값,외장 스토리지(저장 용량) 지원,Type of SIM Slot,3G TD-SCDMA,"오디오 재생 시간 (Hours, Always On Display Off)",Gear 서포트,메모리 (GB),SIM 개수,USB 인터페이스,삼성 덱스 서포트,크기 (Main Display),후면 카메라 - OIS,후면 카메라 - 줌,후면 카메라 줌,전면 카메라 - 오토 포커스,슬로우 모션,스테레오 지원,후면 카메라 - 화소 (Multiple),후면 카메라 - 조리개 값 (Multiple),5G TDD Sub6,"비디오 재생 시간 (Hours, Wireless)","오디오 재생 시간 (Hours, Wireless)",UWB (Ultra-Wideband),후면 카메라 - Laser AF 센서,최대 주사율 (Main),멀티 SIM,전면 카메라 - OIS,전면 카메라 - 플래쉬,메인 카메라 - 타입,5G FDD Sub6,크기 (Sub),해상도 (Sub),종류 (Sub),색심도 (Sub),커버 카메라 - 화소,커버 카메라 - 조리개 값,커버 카메라 - 오토 포커스,"접힌 상태시 크기(세로x가로x두께, mm)",언더 디스플레이 카메라 - 화소,언더 디스플레이 카메라 - 조리개 값,언더 디스플레이 카메라 - 오토 포커스,언더 디스플레이 카메라 - OIS,블루투스 보청기 지원,대기 시간 (LTE),대기 시간 (3G),통화 시간 (LTE),대기 시간 (W-CDMA),메인 카메라 - 이미지 센서
,,,,,아니오,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,13.0 MP,,,FHD (1920 x 1080) @30fps,13.0 MP,예,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.1,아니오,예,예,USB 2.0,"802.11 a/b/g/n/ac 2.4G+5GHz, VHT80",예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @60fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,1.6GHz,,,139.3 mm,1920 x 1080 (FHD),Super AMOLED,16M,Octa-Core,예,예,32,23.8,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)","B38(2600), B40(2300), B41(2500)",터치 바,152.5 x 74.8 x 8.0,181,최대 13,최대 15,최대 16,최대 18,3600,최대 59,,,,,최대 26,,F1.9,MicroSD (최대 256 GB),,,최대 85,"기어 서클(매니저 서포트), 기어 핏, 기어 핏2, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 S3, 기어 아이콘X",3 GB,Single-SIM,Micro USB,,,아니오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,예,,,,,,,,,아니오,,,"GSM900, DCS1800","B1(2100), B5(850)",,,,,,8.0 MP,,,FHD (1920 x 1080) @30fps,5.0 MP,아니오,,아니오,,Smart Switch (PC version),Bluetooth v4.2,아니오,,아니오,USB 2.0,,아니오,,3.5 mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,1.4 GHz,,,,540 x 960 (qHD),Super AMOLED,16 M,Quad-Core,예,예,16 GB,10.0 GB,"B1(2100), B3(1800), B5(850), B7(2600), B8(900)",,터치 바,143.8 x 72.3 x 8.4,153,,,,최대 14,2600,최대 60,,,,,최대 21,,F2.2,MicroSD (최대 256 GB),,,,,1.5 GB,Single-SIM,Micro USB,,126.4 mm,아니오,,,아니오,,,,,,,,,,,,아니오,예,,,,,,,,,,,,,,,,,,,,
,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,13.0 MP,,,FHD (1920 x 1080) @30fps,5.0 MP,아니오,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.2,아니오,아니오,예,USB 2.0,802.11 b/g/n 2.4GHz,예,,3.5 mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",골드,1.4 GHz,,,,1480 x 720 (HD+),TFT,16 M,Quad-Core,예,예,32 GB,23.5 GB,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)","B38(2600), B40(2300), B41(2500)",터치 바,161.4 x 76.9 x 7.9,178 g,최대 14,최대 16,최대 16,최대 15,3300,최대 88,,- .,,,최대 28,,F2.2,MicroSD (최대 512GB),,,,"갤럭시 와치, 기어 서클(매니저 서포트), 기어 핏, 기어 핏2, 기어 핏2 프로, 기어 스포츠, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 S3, 기어 아이콘X, 기어 아이콘X (2018)",3 GB,Single-SIM,Micro USB,,"152.6mm (6.0"")",아니오,,,아니오,,,,,,,,,,,,아니오,예,,,,,,,,,,,,,,,,,,,,
,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,13.0 MP,,,FHD?(1920 x 1080) @30fps,8.0 MP,예,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.2,아니오,아니오,예,USB 2.0,802.11 b/g/n 2.4GHz,예,,3.5 mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD?(1920 x 1080) @60fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",,1.6 GHz,,,,1480 x 720 (HD+),Super AMOLED+,16 M,Octa-Core,예,예,,22.8,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)","B38(2600), B40(2300), B41(2500)",터치 바,149.3 x 70.2 x 8.2,154,최대 11,최대 12,최대 13,최대 17,3000,최대 76,,,,,최대 25,,F1.9,MicroSD (최대 256 GB),,,,"기어 서클(매니저 서포트), 기어 핏, 기어 핏2, 기어 핏2 프로, 기어 스포츠, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 S3, 기어 아이콘X",,,Micro USB,,,아니오,,,아니오,,,,,,,,,,,,아니오,예,,,,,,,,,,,,,,,,,,,,
,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,13.0 MP,,,FHD?(1920 x 1080) @30fps,13.0 MP,예,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.2,아니오,예,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,3.5 mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD?(1920 x 1080) @60fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",,1.6 GHz,,,,1280 x 720 (HD),TFT,16 M,Octa-Core,예,예,,22.2,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)","B38(2600), B40(2300), B41(2500)",터치 바,153.3 x 76.2 x 8.7,181,최대 14,최대 20,최대 21,최대 19,3300,최대 78,,,,,최대 27,,F1.9,MicroSD (최대 400GB),,,,"기어 서클(매니저 서포트), 기어 핏, 기어 핏2, 기어 핏2 프로, 기어 스포츠, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 S3, 기어 아이콘X",,,Micro USB,,,아니오,,,아니오,,,,,,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
2600 mAh,최대 21시간,최대 8시간,최대 10시간,최대 10시간,지원,최대 11시간,최대 71시간,146.8 x 75.3 x 8.95,166,TFT,133.3 mm,1280 x 720 (HD),16M,미지원,Micro-SIM(3FF),4G LTE,"B10(E-GSM 900MHz), B13(DCS 1800MHz), B14(PCS 1900MHz)","B1(IMT 2100MHz), B2(PCS 1900MHz), B5(US 850MHz Cellular)","B1(2100), B3(1800), B5(850), B7(2600)",MicroSD(up to 64 GB),1.5,16,11.5,"CMOS, 8.0 MP",지원,지원,"FHD(1920 x 1080), @30fps","CMOS, 1.9 MP",지원,지원,지원,"GPS, Glonass",KIES,Bluetooth 4.0,미지원,,UICC,USB 2.0,"802.11 a/b/g/n/ac 2.4G+5GHz, HT80",지원,"DI,MAP,PBAP,A2DP,AVRCP,HFP,HSP,OPP,HID,PAN",3.5mm Stereo,"MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM","FHD(1920 x 1080), @30fps","MP3,M4A,AAC,OGG,WAV,WMA,AMR,FLAC,MID,MIDI,IMY","화이트, 블랙, 핑크",1.2GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,최대 400시간,최대 460시간,,,
2500 mAh,,최대 11 시간,최대 14 시간,최대 11 시간,지원,최대 13 시간,최대 78 시간,146.1 x 75 x 7.9,161,TFT,133.3 mm,1280 x 720 (HD),16M,미지원,Micro-SIM (3FF),4G LTE FDD,"GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B5(850)","B1(2100),B3(1800),B5(850),B7(2600),B8(900)",MicroSD (Up to 64 GB),1.5,16,12.1,CMOS 13.0 MP,지원,지원,"Full HD (1920 x 1080), @30 fps",CMOS 5.0 MP,지원,,미지원,"GPS,Glonass,Beidou",Kies,Bluetooth v4.0,미지원,지원,미지원,USB 2.0,802.11 b/g/n 2.4GHz,지원,"A2DP,AVRCP,DI,HFP,HID,HOGP,HSP,MAP,OPP,PAN,PBAP",3.5 mm Stereo,"MP4,M4V,3GP,3G2,MKV,WEBM","Full HD (1920 x 1080), @30 fps","MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",화이트,1.2 GHz,최대 16 시간,Gear Circle (Manager Support),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single-SIM,,,,,,,,,,,,,,,,,,,,최대 16 시간,,
2430mAh,,,최대 9시간,최대 7시간,지원,최대 11시간,최대 45시간,137.5 x 70.8 x 20.2,200,Super AMOLED,121.9 mm,720 x 1280 (HD),16M,미지원,Micro-SIM (3FF),4G LTE,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)","B1(2100), B3(1800), B5(850), B7(2600), B17(700)",MicroSD (up to 64GB),2,16,11.44,CMOS 20.7 MP,지원,Xenon Flash,FHD (1920 x 1080)@60fps,CMOS 2.0 MP,미지원,지원,지원,"GPS, Glonass",KIES,Bluetooth v4.0,지원,미지원,지원,USB 2.0,"802.11 a/b/g/n 2.4+5GHz, HT40",지원,"A2DP,AVRCP,DI,HFP,HID,HOGP,HSP,MAP,OPP,PAN,PBAP,SAP",3.5mm Stereo,"MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM",FHD (1920 x 1080)@60fps,"3GA, AWB, FLAC, MID, MXMF, OGA, OTA, RTX, RTTTL, XMF, AAC, AMR, IMY, M4A, MIDI, MP3, OGG, WAV, WMA","차콜 블랙, 쉬머 화이트, 일렉트릭 블루","1.7GHz,1.3GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,최대 15시간,,
,,,,,,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 13.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 5.0 MP,예,,아니오,"GPS, Glonass",Smart Switch (PC version),Bluetooth v4.1,아니오,예,예,USB 2.0,802.11 b/g/n 2.4GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",골드,1.2GHz,,,138.6 mm,1280 x 720 (HD),TFT,16M,Quad-Core,예,예,16,10.1,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)",,터치 바,151.8 x 77.5 x 8.2,171,최대 10,최대 12,최대 14,최대 12,3000,최대 78,- .,최대 21,- .,- .,- .,,,MicroSD (최대 128GB),,,,기어 서클(매니저 서포트),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 13.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 8.0 MP,예,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.1,아니오,예,예,USB 2.0,802.11 b/g/n 2.4GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @60fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",골드,1.6GHz,,,138.8 mm,1080 x 1920 (FHD),PLS TFT LCD,16M,Octa-Core,예,예,16,9.8,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700)",,터치 바,151.7 x 75.0 x 8.0,167,최대 11,최대 13,최대 16,최대 14,3300,최대 84,,최대 21,,,,,,MicroSD (최대 256GB),,,,"기어 서클(매니저 서포트), 기어 핏, 기어 핏2, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 아이콘X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,예,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 8.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 2.0 MP,예,,아니오,"GPS, Glonass",Smart Switch (PC version),Bluetooth v4.1,아니오,아니오,아니오,USB 2.0,802.11 b/g/n 2.4GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,1.2GHz,,,96.6 mm,480 x 800 (WVGA),TFT,16M,Quad-Core,예,아니오,8,4.5,"B1(2100), B3(1800), B5(850)",,폴더,122.0 x 60.2 x 15.3,155,최대 9,최대 9,최대 12,최대 10,1800,최대 32,- .,최대 10,- .,- .,최대 12,,,MicroSD (최대 128GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,예,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 8.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 2.0 MP,예,,아니오,"GPS, Glonass",Smart Switch (PC version),Bluetooth v4.1,아니오,아니오,아니오,USB 2.0,802.11 b/g/n 2.4GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,1.2GHz,,,96.6 mm,480 x 800 (WVGA),TFT,16M,Quad-Core,예,아니오,8,4.5,,,폴더,122.0 x 60.2 x 15.3,155,최대 9,- .,최대 12,최대 10,1800,최대 32,- .,최대 10,- .,- .,- .,,,MicroSD (최대 128GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,예,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 8.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 5.0 MP,예,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.2,아니오,아니오,아니오,USB 2.0,802.11 a/b/g/n 2.4+5GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",Micro USB,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,1.4GHz,,,96.6 mm,480 x 800 (WVGA),TFT,16M,Quad-Core,예,예,16,10.0,"B1(2100), B3(1800), B5(850), B7(2600), B8(900)",,폴더,122.0 x 60.2 x 16.1,164,최대 11,최대 11,최대 15,최대 12,1950,최대 57,,최대 13,,,,,f/1.9,MicroSD (최대 256GB),,,,"기어 서클(매니저 서포트), 기어 핏, 기어 핏2, 기어1, 기어2, 기어 S, 기어 S2, 기어 S3",2GB,Single-SIM,Micro USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,예,,,,,,,,,아니오,,,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850)",,,,,,CMOS 8.0 MP,,,FHD (1920 x 1080) @30fps,CMOS 5.0 MP,예,,아니오,"GPS, Glonass, Beidou",Smart Switch (PC version),Bluetooth v4.2,아니오,아니오,아니오,USB 2.0,802.11 a/b/g/n 2.4+5GHz,예,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",Micro USB,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @30fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,1.4GHz,,,96.6 mm,480 x 800 (WVGA),TFT,16M,Quad-Core,예,예,16,10.1,,,폴더,122.0 x 60.2 x 16.1,164,최대 11,,최대 15,최대 12,1950,최대 57,,최대 13,,,,,f/1.9,MicroSD (최대 256GB),,,,"기어 서클(매니저 서포트), 기어 핏, 기어 핏2, 기어1, 기어2, 기어 S, 기어 S2, 기어 S3",2GB,Single-SIM,Micro USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,200 mAh",,최대 10시간,최대 14시간,최대 11시간,지원,최대 13시간,최대 95시간,151.2 x 79.2 x 8.3,172,Super AMOLED,144.3 mm,1920 x 1080 (Full HD),16M,지원,Micro-SIM (3FF),4G LTE,"GSM900,DCS1800,PCS1900","B1(2100),B2(1900)","B1(2100),B3(1800), B7(2600), B8(900)",MicroSD (up to 64GB),3,32,25.48,"CMOS, 13.0 MP",지원,지원,"UHD 4K(3840 x 2160), @30fps","CMOS, 2.0 MP",지원,지원,지원,"GPS, Glonass",KIES,Bluetooth v4.0,지원,지원,지원,USB 3.0,"802.11 a/b/g/n/ac 2.4G+5GHz, VHT80",지원,"A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP",3.5mm Stereo,"MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM","UHD 4K(3840 x 2160), @30fps","MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL,RTX,OTA","제트 블랙, 클래식 화이트, 블러쉬 핑크, 로즈골드 블랙, 로즈골드 화이트",2.3 GHz,최대 21시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100mAh,,최대 10시간,최대 13시간,최대 11시간,지원,최대 13시간,최대 89시간,148.4 X 77.4 X 8.6,162,Super AMOLED,139.5 mm,1280 x 720 (HD),16M,지원,Micro-SIM (3FF),4G LTE,"B10 (E-GSM 900MHz),B13 (DCS 1800MHz),B14 (PCS 1900MHz)","B1 (IMT 2100MHz),B2 (PCS 1900MHz),B5 (US 850MHz Cellular)","B1(2100),B3(1800),B5(850),B7(2600)",MicroSD (Up to 64GB),2,16,11.2,CMOS 8.0 MP,지원,지원,"FHD (1920 x 1080), @30fps",CMOS. 2.0 MP,미지원,지원,지원,"GPS,Glonass",KIES,Bluetooth v4.0,지원,지원,지원(UICC),USB 2.0,"802.11 a/b/g/n/ac 2.4G+5GHz, HT80",지원,"A2DP,AVRCP,DI,HFP,HID,HSP,MAP,OPP,PAN,PBAP",3.5mm Stereo,"MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM","FHD (1920 x 1080), @30fps","MP3,M4A,,AAC,OGG,,WAV,WMA,AMR,,FLAC,MID,,IMY","블랙, 화이트",2.3GHz,최대 23시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single-SIM,,,,,,,,,,,,,,,,,,최대 450시간,,,최대 490시간,
"3,220 mAh",,최대 10시간,최대 12시간,최대 11시간,지원,최대 12시간,최대 53시간,153.5 x 78.6 x 8.5,176,Super AMOLED,143.9 mm,2560 x 1440 (Quad HD),16M,지원,Micro-SIM (3FF),4G LTE FDD,"GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B5(850)","B1(2100),B3(1800),B5(850),B7(2600), B8(900)B17(700)",MicroSD (Up to 128GB),3,32,24.1,CMOS 16.0 MP,지원,지원,UHD 4K (3840 x 2160)@30fps,CMOS 3.7 MP,지원,,지원,"GPS,Glonass,Beidou",KIES,Bluetooth v4.1,지원,지원,지원,USB 2.0,"802.11 a/b/g/n/ac, 2.4G+5GHz VHT80 MIMO",지원,"A2DP,AVRCP,DI,HFP,HID,HOGP,HSP,MAP,OPP,PAN,PBAP",3.5mm Stereo,"MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM",UHD 4K (3840 x 2160)@30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,WMA,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA","차콜 블랙, 프로스트 화이트, 브론즈 골드, 블라섬 핑크","1.9GHz,1.3GHz",최대 19시간,"Gear Circle,Gear Fit Manager,Gear Manager,Gear VR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,220 mAh",,최대 10시간,최대 12시간,최대 11시간,지원,최대 12시간,최대 53시간,153.5 x 78.6 x 8.5,176,Super AMOLED,143.9 mm,2560 x 1440 (Quad HD),16M,지원,Micro-SIM (3FF),4G LTE FDD,"GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B5(850)","B1(2100),B3(1800),B5(850),B7(2600), B8(900), B17(700)",MicroSD (Up to 128GB),3,32,23.8,CMOS 16.0 MP,지원,지원,UHD 4K (3840 x 2160)@30fps,CMOS 3.7 MP,지원,,지원,"GPS,Glonass,Beidou",KIES,Bluetooth v4.1,지원,지원,지원,USB 2.0,"802.11 a/b/g/n/ac, 2.4G+5GHz VHT80 MIMO",지원,"A2DP,AVRCP,DI,HFP,HID,HOGP,HSP,MAP,OPP,PAN,PBAP",3.5mm Stereo,"MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM",UHD 4K (3840 x 2160)@30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,WMA,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA","차콜 블랙, 프로스트 화이트, 실버, 블라섬 핑크","1.9GHz,1.3GHz",최대 20시간,"Gear Circle,Gear Fit Manager,Gear Manager,Gear VR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
